Name,Internal Name,Antigen,Company,Trials ▼,Patents,Papers,Seq,Activity by Year,symbol
codrituzumab   >>,"RG7686, GC33, Chugai anti-Glypican, RO5137382",Glypican 3,"Chugai, Roche",3.0,39.0,10.0,✓,,GPC3
BHQ880,nan,DKK1,"Morphosys, Novartis",3.0,6.0,5.0,✓,,DKK1
TNX-832,"ALT-836, cH36, H36.D2.B7",TF,"Altor, Genentech, Tanox",3.0,16.0,2.0,✓,,TF
timolumab   <<,"BTT1023, BTT-1023",VAP-1,"Biotie, Roche",3.0,5.0,2.0,nan,,AOC3
labetuzumab govitecan   <<,"IMMU-130, hMN-14-SN38",CEACAM5,Immunomedics,3.0,24.0,2.0,✓,,CEACAM5
PD-0360324,"9.14.4I, 8.10.3, PD-360, 324, PD-360324",M-CSF,"Abgenix, Pfizer, Warner-Lambert",3.0,16.0,1.0,?,,CSF1
sotevtamab,AB-16B5,Clusterin,"Alethia, Goodwin, IBC Generium",3.0,11.0,,nan,,CLU
ieramilimab,"IMP701, LAG525, NVS250617",LAG-3,"Immutep, INSERM, Novartis",3.0,27.0,,✓,,LAG3
TAB08   ==,nan,CD28,TheraMab,3.0,16.0,1.0,?,,CD28
indusatumab vedotin   <<,"MLN0264, TAK-264",GCC,"Amgen, Crescendo, Millennium",3.0,19.0,4.0,✓,,GUCY2C
daxdilimab   ==,"VIB7734, MEDI7734",ILT7,"Medimmune, SBI Biotech, Viela Bio",3.0,10.0,,✓,,LILRA4
istiratumab,MM-141,HER3,"Dyax, Merrimack",3.0,24.0,4.0,✓,,ERBB3
istiratumab,MM-141,IGF-1R,"Dyax, Merrimack",3.0,24.0,4.0,✓,,IGF1R
semorinemab,"RG6100, ACI-5400, RO7105705, MTAU9937A",Tau,"AC Immune, Genentech, Katholieke U. Leuven",3.0,49.0,7.0,✓,,MAPT
vatelizumab,"SAR339658, GBR500",VLA-2,"Glenmark / Ichnos, Sanofi",3.0,14.0,1.0,✓,,ITGA2
vanucizumab   <<   ==,"RG7221, RO5520985",Angiopoietin 2,Roche,3.0,49.0,7.0,✓,,ANGPT2
vanucizumab   <<   ==,"RG7221, RO5520985",VEGF,Roche,3.0,49.0,7.0,✓,,VEGFA
gruticibart,"AB023, aximab, 14E11, AB022, xisomab 3G3",Factor XI,"Aronora, OHSU, Vanderbilt U., Xoma",3.0,20.0,4.0,✓,,F11
vonlerizumab,"pogalizumab, MOXR0916, RG7888",OX40,Genentech,3.0,21.0,2.0,✓,,TNFRSF4
befovacimab,BAY1093884,TFPI,Bayer,3.0,38.0,2.0,✓,,TFPI
GC1118,"ER2, GC-1118",EGFR,Green Cross,3.0,10.0,8.0,nan,,EGFR
dezamizumab,GSK2398852,SAP,Glaxo Group,3.0,6.0,4.0,✓,,PSAP
romilkimab   ==,SAR156597,IL-13,Sanofi,3.0,37.0,3.0,✓,,IL13
romilkimab   ==,SAR156597,IL-4,Sanofi,3.0,37.0,3.0,✓,,IL4
nisevokitug,"XOMA 089, NIS793",TGF-β,"Novartis, Xoma",3.0,26.0,1.0,✓,,TGFB1
avdoralimab,"IPH5401, NN8209, NN8210",C5aR,"Innate, Novo Nordisk",3.0,12.0,2.0,✓,,C5AR1
prasinezumab,"PRX002, 9E4, 1H7, 5C1, RG7935",Alpha-synuclein,"Elan, Neotope, Prothena, Roche",3.0,78.0,6.0,✓,,SNCA
lifastuzumab vedotin,"RG7599, DNIB0600A",NaPi2b,"Genentech, Seattle Genetics",3.0,14.0,3.0,✓,,SLC34A2
osocimab   ==,BAY1213790,Factor XI,"Bayer, Xoma",3.0,17.0,5.0,✓,,F11
CNTO 6785,CNTO6785,IL-17,"Janssen-Cilag, Morphosys",3.0,,2.0,nan,,IL17A
tusamitamab ravtansine,SAR408701,CEACAM5,"ImmunoGen, Sanofi, Seattle Genetics",3.0,29.0,9.0,✓,,CEACAM5
GSK2831781,nan,LAG-3,"GSK, Immutep",3.0,9.0,2.0,nan,,LAG3
GT103,nan,Complement Factor H,Duke U.,3.0,12.0,4.0,nan,,CFH
MGD010,PRV-3279,CD79b,"MacroGenics, Provention Bio, Takeda",3.0,3.0,,nan,,CD79B
MGD010,PRV-3279,Fc-gamma-R2B (CD32b),"MacroGenics, Provention Bio, Takeda",3.0,3.0,,nan,,FCGR2B
IBI302,nan,VEGF,Innovent,3.0,2.0,,nan,,VEGFA
NGM313,MK-3655,Beta-Klotho,"Merck (MSD), NGM Biopharma",3.0,16.0,1.0,nan,,KLB
MEDI7352,nan,NGF,Medimmune,3.0,4.0,,nan,,NGF
MEDI7352,nan,TNF-alpha,Medimmune,3.0,4.0,,nan,,TNF
posdinemab   ==,JNJ-63733657,Tau,Janssen Biotech,3.0,37.0,,✓,,MAPT
AL002,nan,TREM-2,Alector,3.0,23.0,1.0,nan,,TREM2
vopratelimab,JTX-2011,ICOS,Jounce,3.0,16.0,2.0,✓,,ICOS
golocdacimab,MEDI6570,OLR1,Medimmune,3.0,8.0,1.0,nan,,OLR1
mecbotamab vedotin,"CAB-AXL-ADC, BA3011",AXL,BioAtla,3.0,7.0,,✓,,AXL
zagotenemab,"LY3303560, MCI-1",Tau,Lilly,3.0,15.0,1.0,✓,,MAPT
tomuzotuximab   <<,"CetuGEX, GT-MAB 5.2-GEX",EGFR,Glycotope,3.0,10.0,3.0,✓,,EGFR
UB-221,nan,IgE,United Biopharma,3.0,2.0,2.0,nan,,nan
UB-221,nan,IL-3Rα,United Biopharma,3.0,2.0,2.0,nan,,IL3RA
frexalimab,"INX-021, SAR 441344, SAR441344",CD40L,"ImmuNext, Sanofi",3.0,6.0,2.0,✓,,CD40LG
LCAR-B38M,nan,BCMA,Nanjing Legend Bio,3.0,10.0,,nan,,TNFRSF17
ozuriftamab vedotin,"CAB-ROR2- ADC, BA3021, BA 3021",ROR2,BioAtla,3.0,10.0,1.0,✓,,ROR2
Singapore ASTR patent anti-PRL-3   ==,PRL3-zumab,PTP4A3,"Intra-IMMUSG, Singapore ASTR",3.0,4.0,6.0,nan,,PTP4A3
ALX148,evorpacept,CD47,ALX Oncology,3.0,5.0,,nan,,CD47
pimivalimab,JTX-4014,PD-1,Jounce,3.0,9.0,1.0,✓,,PDCD1
negalstobart,"IBI110, IBI-110",LAG-3,Innovent,3.0,6.0,1.0,✓,,LAG3
BP102   ••,nan,VEGF-A,Jiangsu Hengrui,3.0,,,nan,,VEGFA
tobemstomig   <<,"RO7247669, RG6139",LAG-3,Roche,3.0,12.0,1.0,nan,,LAG3
tobemstomig   <<,"RO7247669, RG6139",PD-1,Roche,3.0,12.0,1.0,nan,,PDCD1
rosnilimab,ANB030,PD-1,AnaptysBio,3.0,,,nan,,PDCD1
HX009,nan,CD47,HanX Bio,3.0,3.0,1.0,nan,,CD47
HX009,nan,PD-1,HanX Bio,3.0,3.0,1.0,nan,,PDCD1
GSK5733584,HS-20089,B7-H4,"GSK, Hansoh Pharma",3.0,6.0,1.0,nan,,VTCN1
BGB-A445,nan,OX40,BeiGene,3.0,19.0,,nan,,TNFRSF4
SSGJ-705   <<   ==,nan,HER2/neu,Sunshine Guojian Pharma,3.0,3.0,,nan,,ERBB2
SSGJ-705   <<   ==,nan,PD-1,Sunshine Guojian Pharma,3.0,3.0,,nan,,PDCD1
nelistotug,GSK6097608,CD96,"23andMe, GSK",3.0,5.0,,nan,,CD96
abiprubart,"KPL404, KPL-404",CD40,Kiniksa,3.0,10.0,4.0,✓,,CD40
REGN9933   ==,nan,Factor XI,Regeneron,3.0,5.0,,nan,,F11
TQC2938,nan,IL-1RL1,Chia Tai Tianqing Pharma,3.0,2.0,,nan,,IL1RL1
ART5803,nan,NR1,"Arialys, Astellas",3.0,4.0,,nan,,GRIN1
MHB088C,nan,B7-H3,"Minghui, Qilu Pharma",3.0,2.0,,nan,,CD276
TQB2858,nan,PD-L1,Chia Tai Tianqing Pharma,3.0,,1.0,nan,,CD274
TQB2858,nan,TGF-β,Chia Tai Tianqing Pharma,3.0,,1.0,nan,,TGFB1
CM338,nan,Undisclosed,Keymed,3.0,,,nan,,nan
SHR-A2009,nan,HER3,Jiangsu Hengrui,3.0,4.0,,nan,,ERBB3
duvakitug,"TEV-48574, C03V",VEGI,"Sanofi, Teva",3.0,12.0,1.0,nan,,TNFSF15
BMS-986446,nan,Tau,BMS,3.0,,,nan,,MAPT
BCD-261,nan,Undisclosed,Biocad,3.0,,,nan,,nan
tregalizumab,"BT-061, BT061",CD4,"Abbott, Biotest, T-Balance Therapeutics GmbH",2.0,10.0,2.0,✓,,CD4
cantuzumab mertansine   ==,"SB408075, SB-408075, huC242-DMI, C242",C242,"ImmunoGen, SKB",2.0,2.0,5.0,✓,,nan
ecromeximab,"KW2871, KW-2871, KM871",GD3,"KHK, LSP",2.0,11.0,3.0,nan,,nan
fontolizumab,"HuZAF, flintozumab",IFN-γ,"Facet, PDL",2.0,4.0,5.0,✓,,IFNG
foravirumab   ==,CR4098,Rabies virus GP,Crucell,2.0,3.0,2.0,✓,,nan
GSK 679586,"GSK679586A, 6A1",IL-13,GSK,2.0,5.0,,✓,,IL13
bezlotoxumab,"MDX-1388, CDA-2, MBL-CDA2",Cdiff Toxin B,"Medarex, Merck (MSD)",2.0,,4.0,✓,,nan
gimsilumab,MORAb-022,GM-CSF,Morphotek,2.0,12.0,2.0,✓,,CSF2
oxelumab,"RO4989991, RG4930, huMAb OX40L",OX40L,"Genentech, Roche",2.0,8.0,1.0,✓,,TNFSF4
pascolizumab,SB-240683,IL-4,"Facet, SKB",2.0,,2.0,nan,,IL4
RAV12,nan,RAAG12,MacroGenics,2.0,,4.0,nan,,nan
rontalizumab,"rhuMAb IFN alpha, RG7415",IFNA1,Genentech,2.0,11.0,4.0,✓,,IFNA1
ruplizumab,"Antova, Biogen Anti-CD40L, BG9588, hu5c8",CD40L,Biogen,2.0,13.0,10.0,✓,,CD40LG
tefibazumab,"Aurexis, INH-H2002",SA ClfA,Inhibitex,2.0,,6.0,nan,,nan
F8-IL10   ==,Dekavil,Fibronectin,Philogen,2.0,1.0,2.0,nan,,FN1
NI-0801,HuAIP12,IP-10,NovImmune,2.0,11.0,,✓,,CXCL10
pinatuzumab vedotin,"RG7593, DCDT2980S, 10F4",CD22,"Genentech, Medimmune, Seattle Genetics",2.0,21.0,9.0,✓,,CD22
LY2189102,nan,IL-1β,"AME, Lilly",2.0,6.0,2.0,?,,IL1B
MEDI8968,KENB061,IL-1R1,Medimmune,2.0,10.0,2.0,?,,IL1R1
BG9924,"LTβR-Ig, Baminercept alfa, CBEll",LT Beta R,Biogen,2.0,16.0,,nan,,LTBR
naratuximab emtansine,"IMGN529, K7153A-SMCC-DM1, Debio 1562",CD37,"Debiopharm, ImmunoGen",2.0,27.0,6.0,✓,,CD37
tomaralimab,"OPN-305, NM-101, NM-103",TLR2,"Neuramedy, Opsona",2.0,13.0,4.0,✓,,TLR2
pateclizumab,"Anti-LTa, RG7416, MLTA3698A, PRO283698",LT alpha,Genentech,2.0,7.0,3.0,✓,,LTA
IPH5201,"BY40, IPH52",CD39,"Innate, INSERM, Medimmune, Orega",2.0,23.0,1.0,nan,,ENTPD1
cinpanemab,"BIIB054, NI-202",Alpha-synuclein,"Biogen, Univ. Zurich",2.0,20.0,4.0,✓,,SNCA
sonelokimab,"M1095, MSB0010841, ALX-0761",IL-17,"Ablynx, Merck Serono",2.0,4.0,3.0,✓,,IL17A
sonelokimab,"M1095, MSB0010841, ALX-0761",IL-17F,"Ablynx, Merck Serono",2.0,4.0,3.0,✓,,IL17F
sonelokimab,"M1095, MSB0010841, ALX-0761",Serum Albumin,"Ablynx, Merck Serono",2.0,4.0,3.0,✓,,ALB
murlentamab   ==,"GM102, 3C23K, 12G4",AMHR2,"Exelixis, GamaMabs, INSERM, LFB",2.0,22.0,4.0,✓,,AMHR2
ATH3G10,PC-mAb,Phosphorylcholine,"Athera, Dyax",2.0,18.0,,?,,nan
CJM112,nan,IL-17,Novartis,2.0,,2.0,nan,,IL17A
MOR106,"MOR12743, MOR03207",IL-17C,"Galapagos, Morphosys, Novartis",2.0,18.0,1.0,?,,IL17C
telazorlimab,"GBR 830, VH6/VL9",OX40,Glenmark / Ichnos,2.0,22.0,3.0,✓,,TNFRSF4
ASP5094,MA9-413,Integrin α9,"Astellas, CSTRI",2.0,5.0,2.0,nan,,ITGA9
tilavonemab,"ABBV-8E12, C2N-8E12, PR-1649264",Tau,"Abbvie, C2N Diagnostics, WUSTL",2.0,14.0,3.0,✓,,MAPT
nadecnemab,"REGN5069, REGN 5069",GFR-alpha-3,Regeneron,2.0,10.0,,✓,,GFRA3
rinucumab,REGN2176-3,PDGFRB,Regeneron,2.0,11.0,,✓,,PDGFRB
cifurtilimab   <<,SEA-CD40,CD40,Seattle Genetics,2.0,18.0,,nan,,CD40
GSK2862277   <<,GSK 2862277,TNFR1,Glaxo Group,2.0,,2.0,nan,,TNFRSF1A
licaminlimab   ==,"LME636, OCS-02, ESBA 1622",TNF-alpha,"ESBATech, Novartis, oculis",2.0,9.0,1.0,✓,,TNF
bezetabart debotansine,"STRO-001, SP7676, SP7675 , SP7219, BN-301, BN301",MHC,Sutro,2.0,12.0,3.0,✓,,HLA-A
coramitug,PRX004,Transthyretin,"Neotope, Novo Nordisk, Prothena",2.0,40.0,2.0,✓,,TTR
pacmilimab,CX-072,PD-L1,CytomX,2.0,16.0,1.0,✓,,CD274
praluzatamab ravtansine,"CX-2009, CX-191",ALCAM,CytomX,2.0,19.0,1.0,✓,,ALCAM
RO6874281   ==,"RG7461, aFAP-IL2v RO6874281",FAP,Roche,2.0,1.0,,nan,,FAP
lomvastomig   ==,"RO7121661, RG7769",PD-1,Roche,2.0,11.0,,✓,,PDCD1
lomvastomig   ==,"RO7121661, RG7769",TIM-3,Roche,2.0,11.0,,✓,,HAVCR2
AVTX-002   ==,"AEVI-002, MDGN-002, CERC-002",LIGHT,"Aevi, Avalo, Cerecor",2.0,7.0,1.0,nan,,TNFSF14
AGS-16C3F   ==,nan,ENPP3,Agenus,2.0,,3.0,nan,,ENPP3
MK-2060,nan,Factor XI,"Adimab, Merck (MSD)",2.0,18.0,,nan,,F11
NM01,NM-01,PD-L1,Suzhou Nanomab,2.0,5.0,1.0,nan,,CD274
boserolimab,"MK-5890, MK5890",CD27,Merck (MSD),2.0,8.0,,✓,,CD27
ubamatamab   ==,REGN4018,CA125,Regeneron,2.0,23.0,1.0,nan,,MUC16
ubamatamab   ==,REGN4018,CD3,Regeneron,2.0,23.0,1.0,nan,,CD3E
orilanolimab,"SYNT1001, ALXN1830",FcRn,"Alexion, Syntimmune",2.0,2.0,,✓,,FCGRT
denecimig,"Mim8, NNC0365-3769",Factor IX,Novo Nordisk,2.0,12.0,2.0,nan,,F9
denecimig,"Mim8, NNC0365-3769",Factor X,Novo Nordisk,2.0,12.0,2.0,nan,,F10
BAT1306   ==,nan,PD-1,Bio-Thera Solutions,2.0,6.0,,nan,,PDCD1
TRS005,nan,CD20,Zhejiang Teruisi,2.0,8.0,,nan,,MS4A1
HS-20093,GSK5764227,B7-H3,"GSK, Hansoh Pharma, Jiangsu Hengrui, Shanghai Hengrui",2.0,11.0,,nan,,CD276
ozekibart,INBRX-109,DR5,Inhibrx,2.0,,1.0,nan,,TNFRSF10B
vipalanebart,LY3451838,PACAP-38,Lilly,2.0,6.0,,✓,,ADCYAP1
perenostobart,SRF617,CD39,"Adimab, Surface Oncology",2.0,15.0,,✓,,ENTPD1
NGM621,nan,C3,NGM Biopharma,2.0,7.0,,nan,,C3
remzistotug,"SRF813, GSK4381562",CD112R,"Adimab, GSK, Surface Oncology",2.0,9.0,,✓,,PVRIG
JK07,nan,HER3,Salubris,2.0,1.0,,nan,,ERBB3
BDC-1001,nan,HER2/neu,"Bolt Bio, Stanford",2.0,12.0,,nan,,ERBB2
VHB937,nan,TREM-2,Novartis,2.0,6.0,,nan,,TREM2
AK120,nan,IL-4Rα,Akeso,2.0,3.0,1.0,nan,,IL4R
dargistotug,M6223,TIGIT,Merck Serono,2.0,,,✓,,TIGIT
HB0025,nan,PD-L1,Huabo Biopharm,2.0,3.0,,nan,,CD274
HB0025,nan,VEGF,Huabo Biopharm,2.0,3.0,,nan,,VEGFA
OSE-127,S95011,IL-7RA,"Les Laboratoires Servier , OSE Immunotherapeutics",2.0,,1.0,nan,,IL7R
RC108,RC108-ADC,cMet,RemeGen,2.0,2.0,,nan,,MET
visugrumab,CTL-002,MIC-1,"CatalYm, JMU Wurzburg",2.0,21.0,2.0,nan,,GDF15
SCT650C,nan,IL-17,Sinocelltech,2.0,2.0,,nan,,IL17A
MEDI5884,REG-101,Endothelial lipase,"AstraZeneca, Medimmune, Regio Bio",2.0,4.0,2.0,nan,,LIPG
imzokitug,BMS-986340,CCR8,BMS,2.0,3.0,,✓,,CCR8
MIL97,nan,CD40,Beijing Mabworks,2.0,,,nan,,CD40
SHR-1918,nan,ANGPTL3,Jiangsu Hengrui,2.0,4.0,2.0,nan,,ANGPTL3
FB704A,nan,IL-6,Oneness,2.0,,,nan,,IL6
TQB2916,nan,CD40,Chia Tai Tianqing Pharma,2.0,4.0,,nan,,CD40
BB-1701,nan,HER2/neu,"Bliss Bio, Eisai",2.0,1.0,,nan,,ERBB2
REGN7999,nan,TMPRSS6,Regeneron,2.0,2.0,,nan,,TMPRSS6
FDA022-BB05,nan,HER2/neu,Shanghai Fudan-Zhangjiang Bio,2.0,,1.0,nan,,ERBB2
B1962,nan,PD-1,Tasly Biopharma,2.0,,,nan,,PDCD1
B1962,nan,VEGF,Tasly Biopharma,2.0,,,nan,,VEGFA
MG-ZG122,nan,TSLP,Shanghai MabGeek,2.0,2.0,,nan,,TSLP
REGN7544,nan,NPR1,Regeneron,2.0,,,nan,,NPR1
TQB2868,nan,PD-1,Chia Tai Tianqing Pharma,2.0,,,nan,,PDCD1
TQB2868,nan,TGF-β1,Chia Tai Tianqing Pharma,2.0,,,nan,,TGFB1
RC148,nan,PD-1,RemeGen,2.0,2.0,,nan,,PDCD1
RC148,nan,VEGF,RemeGen,2.0,2.0,,nan,,VEGFA
JS207,nan,PD-1,Shanghai Junshi,2.0,1.0,,nan,,PDCD1
JS207,nan,VEGF,Shanghai Junshi,2.0,1.0,,nan,,VEGFA
ABX-IL8,nan,IL-8,"Abgenix, Amgen",1.0,6.0,3.0,✓,,CXCL8
adecatumumab,MT201,EpCAM,"Merck Serono, Micromet",1.0,8.0,15.0,✓,,EPCAM
alacizumab pegol,"CDP791, g165 DFM-PEG",VEGFR-2,UCB,1.0,4.0,1.0,✓,,KDR
ALX-0681   ==,nan,VWF,Ablynx,1.0,9.0,1.0,nan,,VWF
bertilimumab,"CAT-213, CAT213, iCo-008, CAT-212",CCL11,"CAT, iCo, Immune Pharma, Medimmune",1.0,15.0,,nan,,CCL11
besilesomab,"Scintimun, BW 250/183, TLX66, TLX66-CDx",CEA related,"CIS bio, Telix",1.0,1.0,2.0,nan,,CEACAM5
GSK315234   ==,"GSK 315234, GSK315234A",OSM,GSK,1.0,13.0,1.0,nan,,OSM
actoxumab,"MDX-066, CDA-1, MBL-CDA1",Cdiff Toxin A,Medarex,1.0,,2.0,✓,,nan
Sym001,Rozrolimupab,Rhesus D,Symphogen,1.0,7.0,6.0,nan,,RHD
AMG 317,AMG-317,IL-4Rα,"Amgen, Takeda",1.0,,2.0,nan,,IL4R
NG-101,"ATI355, 7B12, 11C7, NG101",Nogo-A,"Novartis, Univ. Zurich",1.0,6.0,5.0,✓,,RTN4
pritoxaximab,"Shigamabs, cαStx1/cαStx2",Shiga toxin,"LFB, Thallion",1.0,2.0,,✓,,nan
LY2525623   ==,nan,IL-23,Lilly,1.0,13.0,,✓,,IL23A
SAN-300,nan,VLA-1,"Biogen, Santarus",1.0,24.0,,nan,,ITGA1
LY2382770,nan,TGF-β,"Boehringer, Lilly",1.0,8.0,1.0,?,,TGFB1
ersodetug   ==,"XMetD, XOMA 358, RX358, RZ358",INSR,"Rezolute, Xoma",1.0,17.0,2.0,nan,,INSR
RYI-008,"Gerilimzumab, ARGX-109, GB224",IL-6,"argenx, Bird Rock Bio, Genor, RuiYi",1.0,10.0,2.0,nan,,IL6
SAR279356,F598,PNAG,"Alopexx, Sanofi",1.0,,,nan,,nan
reflocibart,"CSL346, CSL-346",VEGF-B,CSL,1.0,9.0,2.0,✓,,VEGFB
VPI-2690B,nan,Integrin αVβ3,"Janssen Biotech, Vascular",1.0,2.0,,nan,,nan
RG7652,"MPSK3169A, YW508.20.33b",PCSK9,Genentech,1.0,7.0,2.0,✓,,PCSK9
Axon patent anti-Tau,DC8E8,Tau,Axon,1.0,18.0,2.0,nan,,MAPT
lixudebart,"ALE.F02, 6F6C3mAb, OM-7D3-B3",CLDN1,"Alentis, INSERM, U.Strasbourg",1.0,23.0,1.0,nan,,CLDN1
zelminemab   >>,"AMG301, AMG 301",PAC1,"Amgen, Novartis",1.0,23.0,2.0,✓,,ADCYAP1R1
Metuzumab,"Licartin, metuximab, Mehuzumab",BSG2,Fourth Military Med.U.,1.0,7.0,8.0,nan,,BSG
OpSCF,nan,SCF,"Opsidio, U.Michigan",1.0,21.0,,nan,,KITLG
GSK5784283,nan,TSLP,GSK,1.0,2.0,,nan,,TSLP
varokibart,"hu39D10, TEV-53275",IL-5,Teva,1.0,3.0,,nan,,IL5
THR-317   ==,nan,PLGF,Thrombogenics,1.0,,,nan,,PGF
MBS301   <<,nan,HER2/neu,Beijing Mabworks,1.0,4.0,,nan,,ERBB2
A167,KL-A167,PD-L1,"Harbour Biomed Ltd., Sichuan Kelun Pharma",1.0,9.0,,nan,,CD274
zuberitamab,"HS006, RHCACD20MA",CD20,Zhejiang Hisun,1.0,,2.0,✓,,MS4A1
ASP1650,nan,CLDN6,Astellas,1.0,4.0,1.0,nan,,CLDN6
Cartesian patent anti-BCMA CAR,Descartes-08,BCMA,Cartesian,1.0,1.0,,nan,,TNFRSF17
ABBV-3373,nan,TNF-alpha,Abbvie,1.0,1.0,4.0,nan,,TNF
sindelizumab,nan,PD-1,Nanjing Medical U.,1.0,,1.0,nan,,PDCD1
MB-CART2019.1,nan,CD19,Miltenyi Biotec,1.0,,,nan,,CD19
MB-CART2019.1,nan,CD20,Miltenyi Biotec,1.0,,,nan,,MS4A1
HMI-115,nan,PRLR,Hope Medicine,1.0,,,nan,,PRLR
F007   ••,nan,CD20,Shandong New Time Pharma,1.0,,,nan,,MS4A1
ABBV-382,nan,Integrin α4β7,Abbvie,1.0,3.0,,nan,,nan
iluzanebart,VGL101,TREM-2,Vigil Neuro,1.0,5.0,1.0,✓,,TREM2
zadoprubart,ANB032,BTLA,AnaptysBio,1.0,1.0,,✓,,BTLA
SHR-A2102,nan,Nectin-4,Jiangsu Hengrui,1.0,3.0,,nan,,NECTIN4
Ametumumab,nan,EGFR,Tasly Biopharma,1.0,,,nan,,EGFR
ZL-1102,nan,IL-17,Zai Lab,1.0,1.0,1.0,nan,,IL17A
TS23,nan,A2AP,Translational Sciences,1.0,,,nan,,SERPINF2
APG777,nan,IL-13,Apogee,1.0,6.0,1.0,nan,,IL13
HLX53,nan,TIGIT,Shanghai Henlius,1.0,,,nan,,TIGIT
RLYB212,nan,HPA-1a,Rallybio,1.0,1.0,2.0,nan,,ITGB3
Natrunix,nan,IL-1α,XBiotech,1.0,,,nan,,IL1A
RC28-E,nan,FGF2,RemeGen,1.0,,2.0,nan,,FGF2
RC28-E,nan,VEGF,RemeGen,1.0,,2.0,nan,,VEGFA
IBI363,IBI 363,PD-1,Innovent,1.0,,,nan,,PDCD1
FG-3246,nan,CD46,FibroGen,1.0,,1.0,nan,,CD46
WIN378,"HBM9378, SKB378",TSLP,"Harbour Biomed Ltd., Windward",1.0,,,nan,,TSLP
aselizumab,"HuDreg-55, HuEP5C7, SMART Anti-L Selectin",L-selectin,Facet,,1.0,1.0,nan,,SELL
talizumab,"TNX-901, Hu901, CGP-5101, CL-5I",IgE,Tanox,,10.0,,✓,,nan
HLX26,nan,LAG-3,Shanghai Henlius,4.0,2.0,,nan,,LAG3
leronlimab,"PRO 140, PRO140, PA14",CCR5,"Cytodyn, PDL, Progenics",22.0,22.0,17.0,✓,,CCR5
visilizumab,"Nuvion, HuM291, SMART Anti-CD3",CD3,PDL,14.0,5.0,8.0,✓,,CD3E
PM8002,BNT327,PD-L1,"BioNTech, Biotheus",12.0,3.0,,nan,,CD274
PM8002,BNT327,VEGF,"BioNTech, Biotheus",12.0,3.0,,nan,,VEGFA
bimagrumab   >>,"BYM338, LY3985863",ActRIIB,"Lilly, Morphosys, Novartis, Versanis",11.0,38.0,15.0,✓,,ACVR2B
enoblituzumab   ==,MGA271,B7-H3,"I-Mab Biopharma, MacroGenics",9.0,32.0,1.0,✓,,CD276
SHR-1701,nan,PD-L1,Jiangsu Hengrui,7.0,,2.0,nan,,CD274
abituzumab,"EMD525797, EMD 525797, DI-17E6, DI17E6",Integrin αV,Merck Serono,6.0,20.0,5.0,✓,,ITGAV
recibokibart   >>,HB0034,IL1RL2,"Huabo Biopharm, Shanghai Huaota",6.0,2.0,1.0,✓,,IL1RL2
naptumomab estafenatox,"Anyara, ABR-217620",TPBG,Active Biotech,5.0,2.0,5.0,✓,,TPBG
tibulizumab   <<   ==,"LY3090106, ZB-106",BAFF,"Lilly, zurabio",5.0,5.0,1.0,✓,,TNFSF13B
tibulizumab   <<   ==,"LY3090106, ZB-106",IL-17,"Lilly, zurabio",5.0,5.0,1.0,✓,,IL17A
tovecimig   <<   ==,"HD105, CTX-009, ABL001",DLL4,"ABL Bio, Compass, Hanwha",4.0,3.0,4.0,nan,,DLL4
tovecimig   <<   ==,"HD105, CTX-009, ABL001",VEGF,"ABL Bio, Compass, Hanwha",4.0,3.0,4.0,nan,,VEGFA
INBRX-106,ES102,OX40,"Elpiscience, Inhibrx",4.0,1.0,,nan,,TNFRSF4
BAT1308   ==,nan,PD-1,Bio-Thera Solutions,4.0,,,nan,,PDCD1
B001,nan,CD20,Shanghai Pharma Holdings,3.0,,,nan,,MS4A1
2B8T2M   <<,"nogapendekin alfa, ALT-803",CD20,Altor,3.0,26.0,3.0,nan,,MS4A1
2B8T2M   <<,"nogapendekin alfa, ALT-803",IL-15,Altor,3.0,26.0,3.0,nan,,IL15
ulviprubart,"ABC008, ABC015",KLRG1,"Abcuro, Brigham and Women's",3.0,16.0,,nan,,KLRG1
abagovomab,"OC125, ACA125, clone 3D5",anti-CA125,Menarini,2.0,2.0,9.0,✓,,MUC16
gancotamab   ==,"MM-302, MM-001",HER2/neu,Merrimack,2.0,10.0,5.0,✓,,ERBB2
raludotatug deruxtecan,DS-6000a,CDH6,Daiichi Sankyo,2.0,16.0,1.0,✓,,CDH6
QL1604,nan,PD-1,Qilu Pharma,2.0,,,nan,,PDCD1
EYE103,"Restoret, AntlerA patent anti-FZD / LRP5/6",FZD,"AntlerA, EyeBiotech",2.0,5.0,,nan,,FZD1
EYE103,"Restoret, AntlerA patent anti-FZD / LRP5/6",LRP5,"AntlerA, EyeBiotech",2.0,5.0,,nan,,LRP5
EYE103,"Restoret, AntlerA patent anti-FZD / LRP5/6",LRP6,"AntlerA, EyeBiotech",2.0,5.0,,nan,,LRP6
HS-20117,nan,cMet,Hansoh Pharma,2.0,,,nan,,MET
HS-20117,nan,EGFR,Hansoh Pharma,2.0,,,nan,,EGFR
gavilimomab,ABX-CBL,BSG2,"Abgenix, Amgen",1.0,,3.0,nan,,BSG
roledumab,nan,Rhesus D,nan,1.0,9.0,1.0,✓,,RHD
PBO-326   ••,nan,CD20,Probiomed,1.0,,,nan,,MS4A1
Southern Med.U. anti-IL-2Ralpha,nan,IL-2Rα,Southern Med.U.,1.0,,,nan,,IL2RA
